001037,92208,48901,FERMAD. GASTOS DE MANTENIMIENTO,G78406550,( FERMAD) PLATAFORMA MADRILEÐA DE ENTIDADES PARA LA ASISTENCIA A LA PERSONA ADICTA Y SU FAMILIA,3000.0
001037,92208,48901,FERMAD: RED Q SUMA,G78406550,( FERMAD) PLATAFORMA MADRILEÐA DE ENTIDADES PARA LA ASISTENCIA A LA PERSONA ADICTA Y SU FAMILIA,6907.47
001201,92401,22699,ASISTENCIA EN LENGUA DE SIGNOS -FOROS LOCALES,F87376109,13 SIGNOS S COOP MAD,192.5
001057,43301,47999,CONCESIÓN DE SUBVENCIONES DE AYUDAS CONSOLIDACIÓN,B85468585,3DENTAL CAD CAM SL,10188.25
001057,43301,77999,CONCESIÓN DE SUBVENCIONES DE AYUDAS CONSOLIDACIÓN,B85468585,3DENTAL CAD CAM SL,17474.57
001098,33401,48901,SUBVENCIÓN CREACIÓN CONTEMPORÁNEA,G84661636,5 Y PICO ASOCIACION CULTURAL,24908.44
001027,32301,22801,FACTURA ENERO 2018 E.I. GARCÍA PAREDES,B84431949,504 NIÐOS SL,8267.17
001027,32301,22801,FACTURA FEBRERO 2018  E.I. GARCÍA PAREDES,B84431949,504 NIÐOS SL,8280.97
001027,32301,22801,FACTURA MARZO 2018 E.I. CHIQUITÍN GARCÍA PAREDES,B84431949,504 NIÐOS SL,8280.97
001027,32301,22801,FACTURA ABRIL 2018 E.I. GARCÍA PAREDES,B84431949,504 NIÐOS SL,8280.97
001027,32301,22801,Factura mayo 2018 E.I. Chiquitín García de Paredes,B84431949,504 NIÐOS SL,8280.97
001027,32301,22801,Factura junio E.I. GARCÍA PAREDES 2018,B84431949,504 NIÐOS SL,8296.77
001027,32301,22801,FACTURA JULIO 2018 E.I. CHIQUITIN GARCIA PAREDES,B84431949,504 NIÐOS SL,8071.96
001027,32301,22801,ADENDA CONVENIO E.I. CHIQUITIN Gª.PAREDES. 2018-19,B84431949,504 NIÐOS SL,8551.17
001027,32301,22801,FACTURA OCTUBRE 2018 E.I CHIQUITIN GARCIA PAREDES,B84431949,504 NIÐOS SL,8575.77
001027,32301,22801,FACTURA NOVIEMBRE 2018 E.I. CHIQUITIN GARCIA PARED,B84431949,504 NIÐOS SL,8623.17
001027,32301,22801,FACTURA DICIEMBRE 2018 E.I CHIQUTIN GARCIA PAREDES,B84431949,504 NIÐOS SL,8623.17
001098,33301,47999,SUBVENCIONES A GALERIAS AÑOS 2017 Y 2018,B86352275,6MAS1 ARTE ARQUITECTURA DISEÐO SL .,3539.94
001037,92208,22799,DIC./2017 DINAMIZACIÓN DE FOROS LOCAL,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
001037,92208,22799,ENE/18 DINAMIZACIÓN DE FOROS LOCAL,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
001037,92208,22799,FEBRERO/18 DINAMIZACIÓN DE FOROS LOCAL,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
001037,92208,22799,MARZO/18 DINAMIZACIÓN DE FOROS LOCALES,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
001037,92208,22799,1 a 24 ABRIL/2018 DINAMIZACIÓN DE FOROS LOCAL,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,33986.48
001037,92208,22799,25 A 30 ABRIL/2018 DINAMIZACIÓN DE FOROS LOCALES,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,8496.62
001037,92208,22799,MAYO/18 - SERVICIOS DE DINAMIZACIÓN DE FOROS LOCAL,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
001037,92208,22799,JUNIO/18 - SERVICIOS DE DINAMIZACIÓN DE FOROS LOCA,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
001037,92208,22799,1-24 JUL/2018 - SERVICIOS DE DINAMIZACIÓN DE FOROS,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,33986.48
001037,92208,22799,CONVALID. GASTO SERVICIO DINAMIZ.FOROS LOCALES DIS,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,50979.72
001037,92208,22799,SEPT/18CONVALID.GASTO DINAMIZAC.FOROS LOCALES DIST,B83117291,7 ESTRELLAS EDUCACION Y OCIO S L,42483.1
